image_name,tags
test_1158,clear primary agriculture
test_1159,primary
test_1160,clear primary agriculture
test_1161,cloudy
test_1162,road haze primary agriculture
test_1163,partly_cloudy road primary agriculture
test_1164,water clear primary
test_1165,road clear primary agriculture
test_1166,clear primary
test_1167,clear primary
test_1168,clear cultivation primary agriculture
test_1169,partly_cloudy clear primary
test_1170,clear primary
test_1171,clear cultivation primary agriculture
test_1172,clear primary
test_1173,road clear primary agriculture
test_1174,road clear habitation primary
test_1175,partly_cloudy clear primary
test_1176,road clear primary agriculture
test_1177,cloudy
test_1178,clear primary
test_1179,clear primary
test_1180,road clear primary agriculture
test_1181,clear primary
test_1182,clear primary
test_1183,clear cultivation primary agriculture
test_1184,clear cultivation primary agriculture
test_1185,road clear habitation primary agriculture
test_1186,cloudy
test_1187,clear primary
test_1188,clear primary agriculture
test_1189,clear primary
test_1190,cloudy
test_1191,road clear habitation primary agriculture
test_1192,clear primary
test_1193,road clear selective_logging primary
test_1194,clear primary
test_1195,road clear primary agriculture
test_1196,road clear habitation primary agriculture
test_1197,clear habitation cultivation primary agriculture
test_1198,clear primary
test_1199,clear primary
test_1200,road clear habitation primary agriculture
test_1201,clear primary
test_1202,road clear habitation agriculture
test_1203,clear primary
test_1204,road clear primary agriculture
test_1205,clear primary
test_1206,water clear
test_1207,clear primary
test_1208,primary
test_1209,road clear habitation primary agriculture
test_1210,road clear habitation primary agriculture
test_1211,road clear primary agriculture
test_1212,clear primary
test_1213,clear primary
test_1214,road clear primary agriculture
test_1215,water clear primary agriculture
test_1216,clear primary
test_1217,partly_cloudy primary
test_1218,road clear primary agriculture
test_1219,partly_cloudy primary
test_1220,clear cultivation primary agriculture
test_1221,clear cultivation primary agriculture
test_1222,water clear primary
test_1223,partly_cloudy primary agriculture
test_1224,clear primary
test_1225,clear primary
test_1226,road clear habitation primary agriculture
test_1227,cloudy
test_1228,partly_cloudy road water primary
test_1229,partly_cloudy primary
test_1230,clear primary
test_1231,road clear habitation primary agriculture
test_1232,road water primary
test_1233,clear primary
test_1234,clear primary
test_1235,clear primary
test_1236,road clear habitation primary
test_1237,road clear primary agriculture
test_1238,haze primary
test_1239,water clear primary agriculture
test_1240,clear primary
test_1241,partly_cloudy road habitation primary agriculture
test_1242,clear primary
test_1243,clear primary
test_1244,clear primary
test_1245,water haze primary
test_1246,partly_cloudy primary
test_1247,road clear primary agriculture
test_1248,clear primary
test_1249,clear primary
test_1250,road clear habitation primary agriculture
test_1251,clear primary
test_1252,clear cultivation primary agriculture
test_1253,road habitation primary agriculture
test_1254,road clear primary agriculture
test_1255,water clear primary agriculture
test_1256,partly_cloudy primary
test_1257,clear primary
test_1258,road clear primary agriculture
test_1259,partly_cloudy road primary agriculture
test_1260,clear primary
test_1261,clear cultivation primary agriculture
test_1262,clear primary
test_1263,clear cultivation primary agriculture
test_1264,clear primary
test_1265,partly_cloudy primary agriculture
test_1266,clear primary
test_1267,clear primary
test_1268,clear primary
test_1269,clear primary
test_1270,road water clear primary agriculture
test_1271,clear primary
test_1272,partly_cloudy primary
test_1273,clear primary
test_1274,clear primary
test_1275,clear primary
test_1276,road clear habitation agriculture
test_1277,road clear habitation primary agriculture
test_1278,partly_cloudy primary
test_1279,partly_cloudy primary
test_1280,road clear habitation agriculture
test_1281,clear primary
test_1282,road clear habitation primary agriculture
test_1283,cloudy
test_1284,road water clear primary agriculture
test_1285,clear primary
test_1286,clear primary
test_1287,clear cultivation primary agriculture
test_1288,road clear primary agriculture
test_1289,clear primary
test_1290,water clear primary
test_1291,clear primary
test_1292,road clear primary agriculture
test_1293,clear cultivation primary agriculture
test_1294,partly_cloudy road habitation primary agriculture
test_1295,partly_cloudy primary
test_1296,road clear habitation primary agriculture
test_1297,haze primary
test_1298,clear primary
test_1299,clear primary
test_1300,partly_cloudy road habitation primary agriculture
test_1301,clear primary
test_1302,cloudy
test_1303,partly_cloudy cultivation primary agriculture
test_1304,partly_cloudy primary
test_1305,clear primary
test_1306,road clear primary agriculture
test_1307,partly_cloudy road primary agriculture
test_1308,clear primary
test_1309,clear primary agriculture
test_1310,clear primary
test_1311,road clear primary agriculture
test_1312,partly_cloudy primary
test_1313,partly_cloudy road water primary agriculture
test_1314,road clear habitation primary agriculture
test_1315,road clear primary agriculture
test_1316,clear primary
test_1317,clear primary
test_1318,clear cultivation primary agriculture
test_1319,clear primary
test_1320,clear primary
test_1321,clear primary
test_1322,clear primary
test_1323,partly_cloudy primary
test_1324,clear primary
test_1325,clear primary
test_1326,clear primary
test_1327,haze primary
test_1328,road clear primary agriculture
test_1329,road clear primary agriculture
test_1330,clear cultivation primary
test_1331,partly_cloudy primary
test_1332,clear primary
test_1333,road clear primary
test_1334,partly_cloudy water primary agriculture
test_1335,road habitation primary agriculture
test_1336,partly_cloudy road habitation primary agriculture
test_1337,clear primary
test_1338,road clear habitation primary agriculture
test_1339,partly_cloudy primary
test_1340,cloudy
test_1341,clear primary
test_1342,water clear primary
test_1343,partly_cloudy primary
test_1344,clear primary
test_1345,road clear habitation primary agriculture
test_1346,water clear primary
test_1347,clear primary
test_1348,clear primary
test_1349,partly_cloudy primary
test_1350,road clear primary agriculture
test_1351,clear cultivation primary agriculture
test_1352,clear cultivation primary agriculture
test_1353,road clear primary agriculture
test_1354,partly_cloudy primary
test_1355,road clear primary agriculture
test_1356,road clear primary agriculture
test_1357,clear primary
test_1358,clear primary
test_1359,water clear
test_1360,partly_cloudy primary agriculture
test_1361,road clear primary agriculture
test_1362,clear primary
test_1363,haze primary
test_1364,partly_cloudy primary
test_1365,clear primary
test_1366,clear cultivation primary agriculture
test_1367,haze primary
test_1368,road water clear primary
test_1369,road clear habitation primary
test_1370,clear primary
test_1371,cloudy
test_1372,cloudy
test_1373,partly_cloudy primary
test_1374,clear primary
test_1375,road clear primary agriculture
test_1376,road clear habitation primary agriculture
test_1377,partly_cloudy primary agriculture
test_1378,road clear primary agriculture
test_1379,partly_cloudy road primary agriculture
test_1380,road clear haze primary agriculture
test_1381,clear primary
test_1382,road clear primary agriculture
test_1383,clear primary
test_1384,water clear primary
test_1385,clear primary
test_1386,haze primary
test_1387,road clear primary agriculture
test_1388,road clear primary
test_1389,clear primary
test_1390,partly_cloudy primary
test_1391,clear primary
test_1392,clear primary
test_1393,road clear primary agriculture
test_1394,partly_cloudy clear primary
test_1395,clear cultivation primary agriculture
test_1396,clear primary agriculture
test_1397,clear primary
test_1398,partly_cloudy road primary agriculture
test_1399,road clear habitation primary
test_1400,clear primary agriculture
test_1401,road clear primary agriculture
test_1402,road water clear primary agriculture
test_1403,clear primary
test_1404,partly_cloudy primary
test_1405,clear primary
test_1406,partly_cloudy road habitation primary agriculture
test_1407,partly_cloudy primary
test_1408,clear primary
test_1409,clear primary
test_1410,clear primary
test_1411,clear primary
test_1412,clear primary
test_1413,partly_cloudy water primary
test_1414,clear primary
test_1415,partly_cloudy primary
test_1416,haze primary
test_1417,clear primary
test_1418,clear primary
